List of gene ontology (GO) terms and the difference in abundances (RT - SC) between proteins with them.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(RT abundance) - (SC abundance) / sqrt(2)
GO Term Identifier,GO Term Obsolete,GO Term Name,GO Term Namespace,GO Term Description,Parents Name,Parents Identifier,Parents Namespace,Parents Description,kids,median dist from 45-degree,proteins w/ term or its kids,higher RT or SC?,is metabolic process?,involved in generating precursor metabolites/energy?,kids2,net dist from 45-degree
GO:0047710,FALSE,bis(5'-adenosyl)-triphosphatase activity,molecular_function,"Catalysis of the reaction: P(1),P(3)-bis(5'-adenosyl) triphosphate + H2O = ADP + AMP + 2 H+.",bis(5'-adenosyl)-triphosphatase activity,GO:0047710,molecular_function,"Catalysis of the reaction: P(1),P(3)-bis(5'-adenosyl) triphosphate + H2O = ADP + AMP + 2 H+.",GO:0047710,-8.66213E-06,1,SC,#CALC!,,#CALC!,-8.66213E-06
GO:0047770,FALSE,carboxylate reductase activity,molecular_function,Catalysis of the reaction: an aldehyde + acceptor + H2O = a carboxylate + reduced acceptor.,carboxylate reductase activity,GO:0047770,molecular_function,Catalysis of the reaction: an aldehyde + acceptor + H2O = a carboxylate + reduced acceptor.,GO:0047770,7.60595E-05,1,RT,#CALC!,,#CALC!,7.60595E-05
GO:0047804,FALSE,cysteine-S-conjugate beta-lyase activity,molecular_function,Catalysis of the reaction: RS-CH2-CH(NH3+)COO- = RSH + NH3 + pyruvate.,carbon-sulfur lyase activity,GO:0016846,molecular_function,Catalysis of the elimination of hydrogen sulfide or substituted H2S.,GO:0047804,-0.001952469,1,SC,#CALC!,,#CALC!,-0.001952469
GO:0047812,FALSE,D-amino-acid N-acetyltransferase activity,molecular_function,Catalysis of the reaction: acetyl-CoA + a D-amino acid = CoA + an N-acetyl-D-amino-acid.,acetyltransferase activity,GO:0016407,molecular_function,Catalysis of the transfer of an acetyl group to an acceptor molecule.,GO:0047812,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047816,FALSE,D-arabinose 1-dehydrogenase (NAD+) activity,molecular_function,"Catalysis of the reaction: D-arabinose + NAD+ = D-arabinono-1,4-lactone + NADH.",catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047816,-0.001071174,1,SC,#CALC!,,#CALC!,-0.001071174
GO:0047840,FALSE,dCTP diphosphatase activity,molecular_function,Catalysis of the reaction: dCTP + H2O = dCMP + H+ + diphosphate.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047840,-6.71753E-05,1,SC,#CALC!,,#CALC!,-6.71753E-05
GO:0047844,FALSE,deoxycytidine deaminase activity,molecular_function,Catalysis of the reaction: deoxycytidine + H2O = deoxyuridine + NH3.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047844,4.8803E-06,1,RT,#CALC!,,#CALC!,4.8803E-06
GO:0047874,FALSE,dolichyldiphosphatase activity,molecular_function,Catalysis of the reaction: dolichyl diphosphate + H2O = dolichyl phosphate + phosphate.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047874,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047952,FALSE,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,molecular_function,Catalysis of the reaction: sn-glycerol 3-phosphate + NAD(P)+ = glycerone phosphate + NAD(P)H + H+.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047952,8.7533E-07,2,RT,#CALC!,,#CALC!,1.75066E-06
GO:0047953,FALSE,glycerol 2-dehydrogenase (NADP+) activity,molecular_function,Catalysis of the reaction: glycerol + NADP+ = glycerone + H+ + NADPH.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047953,-4.37526E-05,1,SC,#CALC!,,#CALC!,-4.37526E-05
GO:0047964,FALSE,glyoxylate reductase (NAD+) activity,molecular_function,Catalysis of the reaction: glycolate + NAD+ = glyoxylate + NADH.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047964,-0.000122555,1,SC,#CALC!,,#CALC!,-0.000122555
GO:0048015,FALSE,phosphatidylinositol-mediated signaling,biological_process,The series of molecular signals in which a cell uses a phosphatidylinositol-mediated signaling to convert a signal into a response. Phosphatidylinositols include phosphatidylinositol (PtdIns) and its phosphorylated derivatives.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0048015,3.23305E-05,3,RT,#CALC!,,#CALC!,7.57691E-05
GO:0034727,FALSE,piecemeal microautophagy of the nucleus,biological_process,Degradation of a cell nucleus by microautophagy.,autophagy,GO:0006914,biological_process,"The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.",GO:0034727,-5.02278E-06,1,SC,1,,#CALC!,-5.02278E-06
GO:0044804,FALSE,nucleophagy,biological_process,"A form of autophagy, by which damaged or non-essential parts of the nucleus, or even an entire nucleus is degraded.",autophagy,GO:0006914,biological_process,"The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.",GO:0034727; GO:0044804,-5.02278E-06,1,SC,1,GO:0034727,GO:0034727,-5.02278E-06
GO:0006675,FALSE,mannosyl-inositol phosphorylceramide metabolic process,biological_process,"The chemical reactions and pathways involving mannosyl-inositol phosphorylceramide, any lipid with a phosphodiester bridge between an inositol residue and the ceramide group which contains a phosphoryl (-P(O)=) groups and a mannose derivative.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006675; GO:0051999,-5.08684E-06,1,SC,1,GO:0051999,GO:0051999,-5.08684E-06
GO:0048027,FALSE,mRNA 5'-UTR binding,molecular_function,Binding to an mRNA molecule at its 5' untranslated region.,binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0048027,0,0,equal in both,#CALC!,,#CALC!,0
GO:0048029,FALSE,monosaccharide binding,molecular_function,Binding to a monosaccharide. Monosaccharides are the simplest carbohydrates; they are polyhydroxy aldehydes H[CH(OH)]nC(=O)H or polyhydroxy ketones H[CHOH]nC(=O)[CHOH]mH with three or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides.,binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0005536; GO:0005537; GO:0031418; GO:0048029,-0.000833921,4,SC,#CALC!,"GO:0005536,GO:0005537,GO:0031418",GO:0005536; GO:0005537; GO:0031418,-0.003041059
GO:0048038,FALSE,quinone binding,molecular_function,"Binding to a quinone, any member of a class of diketones derivable from aromatic compounds by conversion of two CH groups into CO groups with any necessary rearrangement of double bonds.",binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0048038; GO:0048039,7.24957E-05,1,RT,#CALC!,GO:0048039,GO:0048039,7.24957E-05
GO:0048039,FALSE,ubiquinone binding,molecular_function,"Binding to ubiquinone, a quinone derivative with a tail of isoprene units.",binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0048039,0,0,equal in both,#CALC!,,#CALC!,0
GO:0048188,FALSE,Set1C/COMPASS complex,cellular_component,"A conserved protein complex that catalyzes methylation of histone H3. In Saccharomyces the complex contains Shg1p, Sdc1p, Swd1p, Swd2p, Swd3p, Spp1p, Bre2p, and the trithorax-related Set1p; in mammals it contains the catalytic subunit (SETD1A or SETD1B), WDR5, WDR82, RBBP5, ASH2L/ASH2, CXXC1/CFP1, HCFC1 and DPY30.",catalytic complex,GO:1902494,cellular_component,A protein complex which is capable of catalytic activity.,GO:0048188,4.54368E-06,1,RT,#CALC!,,#CALC!,4.54368E-06
GO:0048189,FALSE,Lid2 complex,cellular_component,"A protein complex involved in regulation of chromatin remodeling. In Schizosaccharomyces the complex contains Lid2, Ash2, Jmj3, Snt2, and Sdc1.",cellular anatomical entity,GO:0110165,cellular_component,"A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex.",GO:0048189,0,0,equal in both,#CALC!,,#CALC!,0
GO:0048193,FALSE,Golgi vesicle transport,biological_process,"The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000301; GO:0003400; GO:0006888; GO:0006890; GO:0006891; GO:0006892; GO:0006893; GO:0006895; GO:0006896; GO:0034498; GO:0034499; GO:0042998; GO:0043001; GO:0048193; GO:0048194; GO:0048203; GO:0048205; GO:0048208; GO:0048210; GO:0048211; GO:0048219; GO:0048280; GO:0060628; GO:0090110; GO:0090114; GO:0106214; GO:1902953; GO:2000156,-8.4963E-06,7,SC,#CALC!,"GO:0000301,GO:0003400,GO:0006888,GO:0006890,GO:0006891,GO:0006892,GO:0006893,GO:0006895,GO:0006896,GO:0034498,GO:0034499,GO:0042998,GO:0043001,GO:0048194,GO:0048203,GO:0048205,GO:0048208,GO:0048210,GO:0048211,GO:0048219,GO:0048280,GO:0060628,GO:0090110,GO:0090114,GO:0106214,GO:1902953,GO:2000156",GO:0000301; GO:0003400; GO:0006888; GO:0006890; GO:0006891; GO:0006892; GO:0006893; GO:0006895; GO:0006896; GO:0034498; GO:0034499; GO:0042998; GO:0043001; GO:0048194; GO:0048203; GO:0048205; GO:0048208; GO:0048210; GO:0048211; GO:0048219; GO:0048280; GO:0060628; GO:0090110; GO:0090114; GO:0106214; GO:1902953; GO:2000156,-0.00083933
GO:0048194,FALSE,Golgi vesicle budding,biological_process,"The evagination of the Golgi membrane, resulting in formation of a vesicle.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0048194; GO:0048205,0,0,equal in both,#CALC!,GO:0048205,GO:0048205,0
